task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,queue_wait_ms,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,horizon_ms,edge_utilisation_mean,edge_utilisation_max,edge_rho_mean,edge_rho_max,cloud_utilisation,terminal_utilisation_mean,fuzzy_pred_action,task_count,avg_delay_ms,avg_queue_wait_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_rule_consistency,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
776,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.20623099171477,26.4078117083235,0.037932868100993646,0.7415999954610057,0.75685017277743,1,0.035020846927672274,0.0029120211733213736,1.3748373889923096,0.9623861722946166,,,0,0.155,5.354194361471998,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
777,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.636187684850796,34.02690742656265,0.03996886431911148,0.7412936133514515,0.7677940258603287,1,0.035878579519346934,0.004090284799764545,1.9069308757781982,1.3348516130447388,,,0,0.155,5.32700829606204,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
778,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.253279788997936,33.22669263646349,0.03752882137269877,0.741634037917623,0.7599768414219179,1,0.035287430999738884,0.002241390372959885,1.52685697555542,1.068799882888794,,,0,0.155,5.549536920047372,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
779,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.90548478690624,29.840910015911373,0.03208119004921164,0.7405446793058743,0.7797142562125823,1,0.029391446649171007,0.0026897434000406283,2.4864961242675783,1.7405472869873047,,,0,0.155,9.814875976970104,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
780,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.72309276093298,27.07199599362019,0.03542751479635455,0.74071489158896,0.7505121949738898,1,0.03433594496670249,0.0010915698296520638,1.0666829681396484,0.7466780776977539,,,0,0.155,5.164701854258734,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
781,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.098413789341905,27.582488462241407,0.02989449536635303,0.7405106368492571,0.765002852314466,0,0.0284058637079425,0.0014886316584105318,1.7712231636047364,1.2398562145233154,,,0,0.155,9.725065420766908,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
782,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,36.03150958769581,25.87189176515278,0.02934193384443573,0.7401702122830857,0.7585249467333968,1,0.02792577652233026,0.0014161573221054707,1.456265411376953,1.019385787963867,,,0,0.155,9.771120542126127,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
783,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.526520792241804,31.572743503766326,0.03648763492229152,0.74047659439264,0.7511627213164791,1,0.034347957033403265,0.0021396778888882573,1.098311758041382,0.7688182306289673,,,0,0.155,5.063223619806786,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
784,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,35.71949989891412,27.857627504557485,0.030542924471676454,0.7404085094794057,0.7579407017115483,1,0.027920585623685698,0.0026223388479907545,1.427859239578247,0.9995014677047729,,,0,0.155,8.913858665106238,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
785,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.55945568380484,33.31491122988447,0.03489642435243573,0.7405446793058743,0.7467699842359259,0,0.03399395231340906,0.0009024720390266733,0.8847355365753173,0.6193148756027221,,,0,0.155,5.372462008004921,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
786,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,35.883053035551875,30.89382101757348,0.02912500309653946,0.7405106368492571,0.7569348240800974,1,0.027867995158984596,0.001257007937554866,1.378953161239624,0.9652672128677368,,,0,0.155,8.459054654382376,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
787,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.3152028263757,35.13342967871135,0.03173470623534345,0.7405787217624914,0.7682371540595413,1,0.028631129186989044,0.0031035770483544035,1.9284759044647217,1.349933133125305,,,0,0.155,8.60211228065446,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
788,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.10690463276873,30.66950789669894,0.02947046444284777,0.7401702122830857,0.7609082171980801,1,0.028084661219975816,0.0013858032228719539,1.5721407508850098,1.1004985256195068,,,0,0.155,8.958872030556421,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
789,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.5708735822171,24.12211544134994,0.035662475225308334,0.7406127642191086,0.749990793202404,1,0.03427440976400081,0.0013880654613075208,1.04133225440979,0.728932578086853,,,0,0.155,5.574751599194071,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
790,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.321755486235716,29.72608792309473,0.029742084918960996,0.7428595663558402,0.7574855641959859,1,0.028237476180143075,0.0015046087388179221,1.4057303142547608,0.9840112199783325,,,0,0.155,8.977033650228949,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
791,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.29119948312612,31.64700034050898,0.030686327643774026,0.7431659484653944,0.7622506595195397,1,0.02859855333390019,0.0020877743098738355,1.637410707473755,1.1461874952316284,,,0,0.155,9.133700845390399,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
792,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,35.86146028483621,32.121302535567054,0.02856250761989334,0.7417021228308572,0.7479628028251019,1,0.027438654256044897,0.0011238533638484418,0.9427307415008545,0.6599115190505981,,,0,0.155,9.193014342498572,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
793,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,35.93163309116226,29.077680571781862,0.028416321067107914,0.7412255284382172,0.7471852416650494,1,0.027319299306417393,0.001097021760690522,0.904925479888916,0.6334478359222412,,,0,0.155,9.318834501520547,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
794,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,36.54834981238653,27.288652486837883,0.030915678467375737,0.7423148870499658,0.7688378887950229,1,0.02891713491841335,0.001998543548962388,1.9576838111877441,1.370378667831421,,,0,0.155,8.985390600568051,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
795,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.43063784369782,28.93484713828515,0.03090771378873796,0.7434382881183316,0.7681745769811038,1,0.029032062615503895,0.0018756511732340652,1.9254333877563476,1.3478033714294433,,,0,0.155,9.035521337550815,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
796,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.225789452963305,31.704378002399324,0.03651064868083733,0.7425531842462858,0.7556034980161999,1,0.03508575121162977,0.001424897469207565,1.3142236804962157,0.919956576347351,,,0,0.155,5.302888038650432,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
797,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.49329026586879,31.385565264256456,0.0306125812818914,0.7426212691595201,0.7684840088072743,1,0.02893694705141697,0.0016756342304744313,1.940478057861328,1.3583346405029295,,,0,0.155,8.782105305371012,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
798,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.899823607578625,32.15066254164097,0.03323771458512643,0.7428936088124573,0.7754449281661202,1,0.029439589792839456,0.0037981247922869717,2.278920087814331,1.5952440614700318,,,0,0.155,8.985733757631436,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
799,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.05051346881274,29.287106243235936,0.02974330512570646,0.7418382926573258,0.7539833185308327,1,0.027859312695176667,0.0018839924305297949,1.2354500579833985,0.8648150405883789,,,0,0.155,9.203012244133653,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
800,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.5434132585589,28.314266467606803,0.03769857111868282,0.7483404018712003,0.7500098877525629,1,0.03564443681073864,0.002054134307944186,1.0422606372833252,0.7295824460983276,,,0,0.155,6.460734414263199,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
801,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.20983584909214,32.79868251850815,0.03046566251674614,0.7457872176249145,0.7550635412958566,0,0.028490758583253332,0.0019749039334928074,1.2879708194732666,0.9015795736312866,,,0,0.155,8.613820278533236,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
802,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.91586870973009,31.536296866687938,0.03464238266581325,0.7466382790403432,0.777083597087137,0,0.030079329336524418,0.004563053329288835,2.3585926723480224,1.6510148706436156,,,0,0.155,8.900473701365119,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
803,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.71246557850192,33.83263782282726,0.03585853965620111,0.7478638074785603,0.7440597971760401,1,0.03506419900566508,0.0007943406505360296,0.7529654121398925,0.5270757884979247,,,0,0.155,6.233579323071185,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
804,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,35.850245647285945,27.921825029115276,0.029482170545352522,0.7477616801087089,0.7515660943751011,1,0.028537310973740508,0.0009448595716120129,1.117923879623413,0.782546715736389,,,0,0.155,9.030571358794443,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
805,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,35.9606884727465,31.80814188526162,0.03018552744864671,0.7469446611498974,0.7579864303228885,1,0.02884958901776137,0.0013359384308853398,1.4300825786590576,1.0010578050613403,,,0,0.155,9.14733423428982,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
806,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.674446727928476,28.818426743086015,0.03129295551267771,0.7444255193602287,0.7705994875622069,1,0.029333581080179534,0.0019593744324981756,2.0433332824707033,1.4303332977294922,,,0,0.155,9.44639223387538,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
807,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.2135899122861,31.993452388013207,0.030811766715580297,0.7463999818440231,0.7651849323490901,1,0.02925232625117595,0.001559440464404347,1.7800759506225585,1.246053165435791,,,0,0.155,9.539471973177069,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
808,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.662467045288615,31.983046179226665,0.03673795024557127,0.7457191327116802,0.7508802456254037,1,0.035252783553143686,0.0014851666924275834,1.084577703475952,0.7592043924331664,,,0,0.155,5.6329787821425406,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
809,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.153275447366816,33.86138175239695,0.039053855331590934,0.7491574208300118,0.7608774599239012,0,0.0366947482656397,0.002359107065951234,1.5706453227996826,1.0994517259597778,,,0,0.155,5.660740270198199,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
810,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.814844102800755,30.897189218974958,0.03823509759682734,0.7509616710307204,0.7581655940390287,1,0.03678826208160915,0.0014468355152181913,1.4387935733795165,1.0071555013656615,,,0,0.155,5.994699021668621,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
811,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.64490333123059,39.01269847734656,0.03389374155409708,0.7484765716976689,0.7834936158815795,0,0.030767088715941738,0.003126652838155338,2.6702497482299803,1.869174823760986,,,0,0.155,10.016560788476415,1,edge_1,0,0,0.0,0.8,0.939307065685526,0.845,1.0,0.7937144705042695,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
812,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.66933202506467,29.00673852053648,0.0385338951913434,0.7527999636880462,0.7475535378930189,1,0.0362294550608431,0.002304440130500296,0.9228321552276612,0.6459825086593628,,,0,0.155,5.262038230906475,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
813,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.86317597053414,33.145879639110355,0.038610776331932495,0.7495999727660347,0.7607287716182284,1,0.036760726145504345,0.0018500501864281505,1.563416051864624,1.0943912363052368,,,0,0.155,5.634017944102547,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
814,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,36.18230201292954,29.5147313068826,0.03196107855240912,0.748714868893989,0.7672108388571717,1,0.029715329017126545,0.0022457495352825757,1.8785761451721192,1.3150033016204834,,,0,0.155,10.037287957324033,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
815,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.43700222335642,29.73549522462484,0.03611413727386451,0.7433361607484802,0.744513149750911,0,0.03430020761178594,0.0018139296620785705,0.7750075531005859,0.5425052871704101,,,0,0.155,6.122738894951356,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
816,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.61494397154319,33.32682337432571,0.03732653580976397,0.7512680531402748,0.7483898995108412,1,0.03602787603616043,0.0012986597736035406,0.9634963130950928,0.6744474191665649,,,0,0.155,6.481199095113049,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
817,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,35.677671235395806,32.5935088515653,0.030398212352338146,0.7488510387204576,0.7581492616355533,1,0.029130514594435036,0.0012676977579031117,1.4379994869232178,1.0065996408462523,,,0,0.155,9.74161151135198,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
818,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,35.88765516652436,29.965775459818808,0.03159499507704371,0.746604236583726,0.7595153293143185,1,0.028903288803649087,0.002691706273394622,1.5044181156158447,1.0530926809310912,,,0,0.155,10.404072631781682,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
819,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.53200653535011,29.924538611681506,0.036816982330271114,0.7474212555425375,0.747494283942625,1,0.035272037664209756,0.00154494466606136,0.9199512100219727,0.6439658470153808,,,0,0.155,6.425273061117711,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
